filepath,filename,label,split
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_952558.jpg,MO_952558.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_782010.jpg,BNE_782010.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_925384.jpg,BA_925384.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_293124.jpg,MO_293124.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_974550.jpg,LY_974550.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_30267.jpg,BA_30267.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_874689.jpg,BA_874689.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_140586.jpg,LY_140586.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_315376.jpg,BA_315376.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_399314.jpg,LY_399314.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_525742.jpg,BA_525742.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_342563.jpg,MO_342563.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_57780.jpg,LY_57780.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_266945.jpg,BA_266945.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_883361.jpg,BA_883361.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_804691.jpg,BNE_804691.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_140419.jpg,EO_140419.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_278185.jpg,BA_278185.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_115896.jpg,MO_115896.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_99358.jpg,LY_99358.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_911324.jpg,LY_911324.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_19779.jpg,BA_19779.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_32331.jpg,BNE_32331.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_969163.jpg,LY_969163.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_104441.jpg,MO_104441.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_988224.jpg,MO_988224.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_583260.jpg,BA_583260.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_526929.jpg,EO_526929.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_874904.jpg,BNE_874904.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_938817.jpg,BA_938817.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_294650.jpg,BA_294650.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_29749.jpg,MO_29749.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_121190.jpg,MO_121190.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_915452.jpg,BA_915452.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_801236.jpg,BNE_801236.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_49997.jpg,BA_49997.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_98404.jpg,LY_98404.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_945019.jpg,MO_945019.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_442.jpg,EO_442.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_113005.jpg,LY_113005.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_545901.jpg,BA_545901.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_521968.jpg,BA_521968.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_881775.jpg,MO_881775.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_76588.jpg,BNE_76588.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_60036.jpg,EO_60036.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_970840.jpg,MO_970840.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_417364.jpg,LY_417364.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_273369.jpg,BNE_273369.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_258997.jpg,BA_258997.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_384608.jpg,LY_384608.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_133370.jpg,EO_133370.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_328970.jpg,BA_328970.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_936098.jpg,BA_936098.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_281662.jpg,BA_281662.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_79939.jpg,BA_79939.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_965106.jpg,MO_965106.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_931030.jpg,MO_931030.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_14801.jpg,MO_14801.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_7843.jpg,EO_7843.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_44307.jpg,EO_44307.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_302654.jpg,MO_302654.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_273083.jpg,BNE_273083.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_47940.jpg,LY_47940.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_7938.jpg,BNE_7938.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_412051.jpg,LY_412051.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_537842.jpg,BA_537842.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_891878.jpg,BA_891878.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_320396.jpg,MO_320396.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_147032.jpg,EO_147032.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_275440.jpg,MO_275440.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_930985.jpg,LY_930985.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_280715.jpg,BA_280715.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_943027.jpg,MO_943027.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_128174.jpg,MO_128174.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_63564.jpg,BA_63564.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_920985.jpg,MO_920985.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_154678.jpg,EO_154678.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_889884.jpg,BNE_889884.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_533476.jpg,EO_533476.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_545506.jpg,BA_545506.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_73780.jpg,BA_73780.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_86837.jpg,LY_86837.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_74120.jpg,BNE_74120.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_915839.jpg,LY_915839.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_16131.jpg,BNE_16131.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_239147.jpg,BNE_239147.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_112944.jpg,BNE_112944.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_2253.jpg,EO_2253.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_29702.jpg,EO_29702.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_946848.jpg,MO_946848.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_400910.jpg,LY_400910.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_974342.jpg,MO_974342.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_512889.jpg,EO_512889.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_142899.jpg,EO_142899.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_14768.jpg,MO_14768.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_63600.jpg,EO_63600.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_344372.jpg,MO_344372.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_61113.jpg,BA_61113.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_993578.jpg,MO_993578.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_832549.jpg,BNE_832549.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_419777.jpg,LY_419777.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_83718.jpg,MO_83718.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_142497.jpg,MO_142497.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_858170.jpg,MO_858170.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_120168.jpg,LY_120168.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_913408.jpg,BA_913408.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_973682.jpg,BA_973682.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_492356.jpg,EO_492356.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_869213.jpg,MO_869213.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_914453.jpg,LY_914453.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_284143.jpg,MO_284143.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_93903.jpg,LY_93903.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_878384.jpg,BA_878384.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_5979.jpg,MO_5979.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_948281.jpg,BA_948281.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_861570.jpg,MO_861570.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_766669.jpg,BNE_766669.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_240705.jpg,BNE_240705.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_3530.jpg,LY_3530.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_818755.jpg,BNE_818755.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_327890.jpg,BA_327890.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_38489.jpg,BA_38489.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_368893.jpg,LY_368893.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_998144.jpg,MO_998144.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_881009.jpg,BNE_881009.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_42951.jpg,EO_42951.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_421662.jpg,LY_421662.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_164571.jpg,EO_164571.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_76582.jpg,BNE_76582.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_490376.jpg,EO_490376.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_373896.jpg,LY_373896.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_779767.jpg,BNE_779767.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_929835.jpg,LY_929835.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_43870.jpg,LY_43870.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_9265.jpg,EO_9265.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_37784.jpg,MO_37784.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_253038.jpg,BNE_253038.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_489802.jpg,EO_489802.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_895467.jpg,BNE_895467.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_8635.jpg,EO_8635.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_868762.jpg,BA_868762.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_8741.jpg,BNE_8741.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_316789.jpg,BA_316789.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_45660.jpg,LY_45660.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_977500.jpg,MO_977500.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_354293.jpg,MO_354293.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_516662.jpg,EO_516662.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_855006.jpg,BA_855006.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_65339.jpg,EO_65339.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_842928.jpg,BNE_842928.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_991965.jpg,BA_991965.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_150200.jpg,EO_150200.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_152071.jpg,EO_152071.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_487054.jpg,EO_487054.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_311339.jpg,MO_311339.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_60905.jpg,EO_60905.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_35419.jpg,LY_35419.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_525311.jpg,EO_525311.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_283783.jpg,MO_283783.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_57860.jpg,BNE_57860.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_7119.jpg,BNE_7119.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_910152.jpg,BA_910152.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_53483.jpg,EO_53483.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_40894.jpg,BNE_40894.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_343906.jpg,MO_343906.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_266370.jpg,BA_266370.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_29954.jpg,EO_29954.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_498358.jpg,EO_498358.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_897513.jpg,BA_897513.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_860510.jpg,MO_860510.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_18213.jpg,LY_18213.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_898257.jpg,MO_898257.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_102400.jpg,MO_102400.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_353686.jpg,MO_353686.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_492738.jpg,EO_492738.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_111339.jpg,BNE_111339.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_276467.jpg,BNE_276467.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_252524.jpg,BNE_252524.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_891403.jpg,BA_891403.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_360878.jpg,LY_360878.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_35803.jpg,BA_35803.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_857695.jpg,MO_857695.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_985581.jpg,BA_985581.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_152760.jpg,EO_152760.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_131763.jpg,LY_131763.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_35975.jpg,EO_35975.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_315312.jpg,MO_315312.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_600449.jpg,BA_600449.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_136333.jpg,EO_136333.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_994179.jpg,BA_994179.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_14468.jpg,EO_14468.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_489904.jpg,EO_489904.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_36319.jpg,MO_36319.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_94561.jpg,MO_94561.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_51728.jpg,MO_51728.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_545194.jpg,BA_545194.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_923038.jpg,LY_923038.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_859701.jpg,BNE_859701.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_355473.jpg,LY_355473.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_834693.jpg,BA_834693.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_905003.jpg,LY_905003.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_267414.jpg,BNE_267414.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_51939.jpg,BNE_51939.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_279501.jpg,BA_279501.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_69243.jpg,LY_69243.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_18831.jpg,LY_18831.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_163905.jpg,EO_163905.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_326040.jpg,MO_326040.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_163661.jpg,EO_163661.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_834806.jpg,LY_834806.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_931113.jpg,BA_931113.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_175082.jpg,LY_175082.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_878373.jpg,BNE_878373.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_501290.jpg,EO_501290.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_42789.jpg,BNE_42789.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_904365.jpg,BA_904365.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_32490.jpg,BA_32490.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_287643.jpg,BA_287643.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_870956.jpg,BNE_870956.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_302771.jpg,MO_302771.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_161563.jpg,EO_161563.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_891701.jpg,LY_891701.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_854625.jpg,MO_854625.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_968256.jpg,MO_968256.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_517855.jpg,EO_517855.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_28078.jpg,MO_28078.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_37313.jpg,MO_37313.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_971588.jpg,LY_971588.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_52909.jpg,MO_52909.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_808076.jpg,BNE_808076.jpg,neutrophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_164354.jpg,EO_164354.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_158602.jpg,LY_158602.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_558929.jpg,BA_558929.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_975000.jpg,MO_975000.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_907363.jpg,MO_907363.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/basophil/BA_307737.jpg,BA_307737.jpg,basophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/lymphocyte/LY_896867.jpg,LY_896867.jpg,lymphocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/monocyte/MO_991797.jpg,MO_991797.jpg,monocyte,train
../Dataset and Notebook-20251115/dataset_leukocytes/eosinophil/EO_158905.jpg,EO_158905.jpg,eosinophil,train
../Dataset and Notebook-20251115/dataset_leukocytes/neutrophil/BNE_827980.jpg,BNE_827980.jpg,neutrophil,train
